hhid,mobile_money,bank_account,vsla_account,sacco_account,online_bank_account,no_account,weight,district,hh_location,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco_1,mm_account_telco_2,mm_account_telco_3,mm_account_telco_main,undrstd_terms_nd_cond,agent_trust,taken_mm_loan,ntwrk_unavailable_mm_txn,clear_about_txn_fees,txn_ever_failed,agent_ever_not_had_enough_cash,have_copy_of_terms_nd_cond,undrstd_hw_nd_whr_to_complain,had_issue_reslvd_after_complaint,understand_data_mm_providers_collect,been_victim_of_fraud
1624,TRUE,TRUE,NA,NA,NA,NA,213.21,District_C,Rural,female,30,4,university,no,yes,no,Company_A,Company_B,,Company_A,no,,no,no,yes,no,yes,no,yes,no,no,no
1625,TRUE,TRUE,NA,NA,NA,NA,472.06,District_A,Urban,male,36,3,primary 2,no,yes,no,Company_A,Company_B,,Company_A,,,yes,yes,yes,yes,yes,no,yes,,no,no
1626,NA,NA,TRUE,TRUE,NA,NA,329.13,District_C,Rural,male,35,5,primary 4,yes,yes,no,,,,,,,,yes,no,yes,yes,no,yes,,no,no
1627,TRUE,NA,NA,NA,NA,NA,611.67,District_C,Rural,female,21,6,primary 5,no,yes,no,Company_B,Company_C,,Company_B,no,no,,no,yes,no,no,no,no,,no,no
1628,NA,NA,NA,NA,NA,TRUE,"1,588.30",District_C,Rural,female,18,2,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1629,NA,NA,TRUE,TRUE,NA,NA,315.39,District_B,Rural,female,21,3,primary 4,yes,yes,no,,,,,,,,,,,,,,,,
1630,NA,NA,TRUE,NA,NA,NA,151.74,District_B,Rural,female,60,5,,yes,yes,no,,,,,,,,no,no,no,,no,no,,no,no
1631,TRUE,NA,TRUE,NA,NA,NA,250.89,District_B,Rural,male,28,3,primary 5,no,yes,no,Company_A,,,,,,,yes,yes,no,yes,no,no,,no,yes
1632,TRUE,NA,TRUE,NA,NA,NA,405.65,District_C,Rural,female,46,4,primary 3,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,no,no,yes,no,yes,,yes,no
1633,TRUE,TRUE,NA,TRUE,NA,NA,261.47,District_C,Rural,female,31,6,university,no,yes,yes,Company_A,Company_B,Company_C,Company_C,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no
1634,NA,NA,NA,TRUE,NA,NA,533.26,District_C,Rural,male,46,6,primary 2,yes,yes,,,,,,,no,,no,yes,no,yes,no,no,,no,no
1635,TRUE,NA,NA,NA,NA,NA,277.26,District_B,Rural,female,36,3,,no,yes,no,Company_A,,,,no,no,,yes,no,no,no,no,no,,no,no
1636,TRUE,NA,TRUE,TRUE,NA,NA,391.6,District_B,Rural,male,49,6,university,no,yes,no,Company_A,,,,no,,,yes,no,no,yes,no,yes,,no,no
1637,TRUE,TRUE,TRUE,NA,NA,NA,205.89,District_C,Rural,female,28,4,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
1638,TRUE,NA,TRUE,NA,NA,NA,152.8,District_B,Rural,female,31,1,secondary 6,no,yes,no,Company_A,,,,no,no,,no,no,no,no,no,no,,no,no
1639,TRUE,TRUE,TRUE,NA,NA,NA,427.75,District_A,Urban,female,43,7,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,,no,yes,no,yes,yes,no,yes,,yes,no
1640,TRUE,NA,TRUE,TRUE,NA,NA,406.14,District_B,Rural,male,58,9,primary 4,no,yes,no,Company_A,,,,yes,no,,no,yes,no,no,yes,yes,,no,no
1641,NA,NA,TRUE,TRUE,NA,NA,201.28,District_C,Rural,male,25,4,primary 3,no,yes,no,,,,,,,,,,,,,,,,
1642,NA,NA,TRUE,NA,NA,NA,216.98,District_A,Rural,female,54,3,,yes,yes,no,,,,,,,,no,no,no,,,no,,no,no
1643,TRUE,TRUE,NA,NA,NA,NA,203.07,District_B,Rural,female,21,2,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,no,no,no,yes,no,yes,yes,no,no,,no,no
1644,TRUE,TRUE,TRUE,NA,NA,NA,270.93,District_C,Urban,female,40,8,tvet,no,yes,no,Company_A,Company_B,,Company_B,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no
1645,NA,NA,NA,NA,NA,TRUE,598.14,District_B,Rural,female,33,7,primary 5,no,yes,,,,,,,,,,,,,,,,,
1646,TRUE,NA,TRUE,NA,NA,NA,180.51,District_A,Urban,male,25,2,primary 6,no,yes,no,Company_A,Company_B,,Company_A,no,no,no,yes,yes,no,no,no,yes,yes,no,no
1647,TRUE,NA,TRUE,TRUE,NA,NA,316.7,District_C,Rural,male,30,3,primary 4,no,yes,no,Company_B,,,,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
1648,NA,NA,TRUE,NA,NA,NA,"1,228.23",District_C,Rural,male,36,5,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1649,TRUE,TRUE,NA,TRUE,NA,NA,385.88,District_A,Urban,female,60,4,primary 6,no,yes,no,Company_A,,,,yes,no,no,yes,yes,yes,no,no,yes,,no,no
1650,TRUE,TRUE,TRUE,NA,NA,NA,"1,069.38",District_A,Urban,female,31,5,secondary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
1651,TRUE,NA,TRUE,TRUE,NA,NA,368.99,District_C,Rural,female,37,5,secondary 2,no,yes,no,Company_A,Company_B,,Company_A,no,no,,yes,no,no,yes,no,yes,,no,no
1652,TRUE,TRUE,NA,NA,NA,NA,216.38,District_A,Urban,female,28,4,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,,,,,,,,,
1653,TRUE,NA,TRUE,NA,NA,NA,455.25,District_B,Rural,male,38,7,primary 2,no,yes,no,Company_A,,,,yes,,,yes,yes,no,yes,no,yes,,yes,no
1654,NA,NA,TRUE,NA,NA,NA,"2,244.60",District_C,Rural,female,47,7,primary 6,yes,yes,no,,,,,,no,,no,yes,no,,,no,,no,no
1655,TRUE,TRUE,TRUE,NA,NA,NA,303.04,District_C,Rural,male,50,5,tvet,no,yes,no,Company_A,Company_B,,Company_B,yes,no,yes,yes,yes,yes,yes,no,yes,,no,no
1656,NA,NA,NA,NA,NA,TRUE,258.98,District_B,Rural,male,63,4,,yes,yes,,,,,,,,,no,no,no,,,no,,no,no
1657,TRUE,TRUE,TRUE,NA,NA,NA,211.93,District_C,Urban,female,39,5,university,no,yes,no,Company_A,Company_B,,Company_A,no,yes,,no,yes,no,yes,no,yes,yes,no,no
1658,TRUE,NA,TRUE,TRUE,NA,NA,196.98,District_B,Rural,female,31,3,primary 4,no,yes,no,Company_A,,,,no,no,,no,yes,no,no,no,no,,no,no
1659,TRUE,NA,TRUE,NA,NA,NA,176.63,District_A,Rural,female,49,3,primary 2,no,yes,no,Company_A,Company_B,,Company_A,no,,,no,yes,no,no,no,no,,no,no
1660,TRUE,NA,TRUE,TRUE,NA,NA,236.69,District_A,Rural,male,30,4,primary 6,no,yes,yes,Company_B,,,,yes,no,,no,yes,yes,no,no,no,,no,no
1661,TRUE,NA,NA,NA,NA,NA,375.51,District_A,Urban,male,43,9,secondary 6,no,yes,no,Company_A,,,,yes,no,no,no,no,no,yes,no,yes,,no,no
1662,NA,NA,NA,TRUE,NA,NA,138.63,District_B,Rural,female,56,5,primary 2,yes,yes,no,,,,,,,,no,no,no,,,yes,,no,no
1663,TRUE,TRUE,NA,NA,NA,NA,202.93,District_A,Urban,female,46,5,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1664,TRUE,NA,TRUE,NA,NA,NA,582.85,District_C,Rural,male,20,2,secondary 3,no,yes,yes,Company_B,,,,yes,,,yes,yes,no,no,no,yes,,no,no
1665,TRUE,TRUE,NA,NA,NA,NA,"3,157.22",District_A,Urban,male,58,12,tvet,no,yes,,Company_A,,,,yes,,,yes,yes,yes,yes,no,yes,,yes,no
1666,TRUE,NA,TRUE,TRUE,NA,NA,702.51,District_C,Rural,female,30,3,,no,yes,no,Company_A,,,,no,yes,,no,no,no,no,no,no,,no,no
1667,TRUE,NA,TRUE,NA,NA,NA,90.31,District_C,Rural,female,30,6,secondary 2,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,no,yes,no,yes,no,no,,no,no
1668,TRUE,TRUE,NA,TRUE,NA,NA,192.94,District_A,Urban,female,32,3,university,no,yes,no,Company_A,Company_B,,Company_A,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1669,NA,NA,TRUE,NA,NA,NA,89.39,District_B,Rural,female,29,2,primary 6,yes,yes,no,,,,,,,,no,yes,no,no,no,yes,,no,no
1670,TRUE,TRUE,TRUE,NA,NA,NA,113.78,District_A,Urban,female,56,3,university,no,no,no,Company_A,,,,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no
1671,TRUE,NA,TRUE,TRUE,NA,NA,232.77,District_B,Rural,female,40,3,tvet,no,yes,no,Company_A,,,,,no,,no,yes,no,yes,no,yes,,no,no
1672,TRUE,TRUE,TRUE,TRUE,NA,NA,497.61,District_A,Urban,female,42,7,primary 6,no,no,no,Company_A,Company_B,,Company_B,no,yes,,yes,yes,yes,yes,no,yes,no,yes,no
1673,TRUE,NA,NA,NA,NA,NA,250.34,District_A,Urban,female,26,4,primary 5,no,yes,no,Company_B,,,,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no
1674,TRUE,NA,TRUE,TRUE,NA,NA,561.54,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,,,yes,no,,yes,no,no,no,no,no,,no,no
1675,TRUE,NA,TRUE,TRUE,NA,NA,330.51,District_C,Rural,female,30,5,secondary 6,no,yes,no,Company_B,,,,no,no,no,yes,no,no,no,no,yes,,yes,no
1676,TRUE,TRUE,NA,NA,TRUE,NA,267.2,District_A,Urban,male,28,3,university,no,yes,no,Company_A,,,,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1677,TRUE,NA,NA,TRUE,NA,NA,136.87,District_B,Rural,female,42,1,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
1678,TRUE,TRUE,TRUE,NA,NA,NA,291.89,District_A,Urban,male,27,3,secondary 6,no,yes,no,Company_A,,,,no,yes,yes,yes,yes,yes,yes,no,yes,,no,no
1679,TRUE,NA,NA,NA,NA,NA,126.82,District_B,Rural,female,18,4,primary 6,no,yes,no,Company_B,,,Company_B,yes,,,no,no,no,no,no,yes,,no,no
1680,TRUE,TRUE,TRUE,TRUE,NA,NA,151.47,District_A,Urban,female,48,2,other,no,,no,Company_A,Company_C,,Company_A,,no,no,yes,no,no,yes,no,yes,,no,no
1681,TRUE,NA,TRUE,TRUE,NA,NA,312.8,District_C,Rural,male,33,4,primary 5,no,yes,yes,Company_A,Company_B,,Company_B,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1682,NA,NA,TRUE,NA,NA,NA,172.83,District_B,Rural,female,41,8,primary 6,yes,yes,no,,,,,,,,no,no,no,no,no,no,,no,no
1683,NA,NA,NA,NA,NA,TRUE,336.5,District_C,Rural,male,29,2,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1684,TRUE,NA,TRUE,TRUE,NA,NA,201.28,District_C,Rural,male,34,6,primary 3,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,no,no,yes,,no,no
1685,TRUE,NA,TRUE,TRUE,NA,NA,344.87,District_C,Rural,female,50,4,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,,,no,yes,no,no,no,no,,no,no
1686,TRUE,NA,TRUE,TRUE,NA,NA,211.05,District_B,Rural,female,63,2,primary 6,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,yes,no,no,,no,no
1687,NA,NA,TRUE,NA,NA,NA,950.78,District_B,Rural,female,38,5,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1688,NA,NA,TRUE,NA,NA,NA,"1,036.32",District_B,Rural,female,32,5,primary 3,no,yes,no,,,,,,,,,,,,,,,,
1689,NA,NA,TRUE,TRUE,NA,NA,132.48,District_B,Rural,female,25,3,primary 6,yes,yes,no,,,,,,no,,yes,yes,no,no,no,yes,,no,no
1690,TRUE,NA,TRUE,TRUE,NA,NA,211.79,District_C,Rural,male,28,3,secondary 2,no,yes,no,Company_B,,,,yes,no,,yes,no,no,yes,no,no,,no,no
1691,NA,NA,NA,NA,NA,TRUE,197.04,District_B,Rural,male,29,5,primary 1,yes,yes,no,,,,,,,,no,yes,no,no,,no,,no,no
1692,TRUE,TRUE,TRUE,NA,NA,NA,317.9,District_C,Urban,female,27,5,university,no,yes,no,Company_A,,,,,no,no,yes,no,no,yes,no,yes,,yes,no
1693,TRUE,NA,TRUE,TRUE,NA,NA,227.6,District_B,Rural,male,41,7,primary 6,no,yes,no,Company_A,,,,yes,yes,,yes,no,no,yes,no,no,,no,no
1694,TRUE,NA,TRUE,NA,NA,NA,178.77,District_B,Rural,female,29,4,,no,yes,no,Company_B,,,,yes,,,no,yes,no,no,no,no,,no,no
1695,NA,NA,NA,NA,NA,TRUE,282.41,District_A,Urban,female,61,4,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1696,TRUE,NA,NA,TRUE,NA,NA,587.4,District_B,Rural,female,34,6,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,,,yes,no,no,yes,no,no,no,no,no
1697,TRUE,NA,NA,NA,NA,NA,479.94,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_B,,,,yes,no,,no,no,no,no,no,no,,no,no
1698,TRUE,TRUE,NA,TRUE,NA,NA,522.94,District_C,Rural,male,32,4,primary 5,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no
1699,TRUE,NA,TRUE,NA,NA,NA,111.35,District_A,Rural,female,44,5,other,no,yes,no,Company_A,,,,,,,,,,,,,,,
1700,NA,NA,NA,NA,NA,TRUE,641.63,District_A,Urban,female,27,11,secondary 2,yes,yes,no,,,,,,no,,yes,yes,no,no,,yes,yes,yes,no
1701,NA,NA,NA,NA,NA,TRUE,"1,528.14",District_C,Rural,female,36,4,primary 4,yes,yes,no,,,,,,,,no,no,no,yes,no,yes,yes,no,no
1702,TRUE,NA,TRUE,TRUE,NA,NA,287.83,District_C,Rural,female,42,4,primary 4,no,yes,no,Company_B,,,,yes,,,no,yes,no,yes,no,yes,,no,no
1703,TRUE,NA,TRUE,NA,NA,NA,318.02,District_B,Rural,male,41,10,primary 3,no,yes,no,Company_A,,,,yes,,,no,yes,no,no,no,yes,,no,no
1704,TRUE,NA,NA,TRUE,NA,NA,471.62,District_C,Rural,female,55,2,primary 5,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1705,TRUE,NA,NA,TRUE,NA,NA,298.03,District_C,Rural,female,31,5,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1706,TRUE,NA,TRUE,NA,NA,NA,360.03,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A,,,,no,no,,yes,no,no,yes,no,no,,no,no
1707,NA,NA,TRUE,TRUE,NA,NA,137.84,District_A,Rural,male,40,6,primary 6,yes,yes,no,,,,,,,,,,,,,,,,
1708,NA,NA,NA,NA,NA,TRUE,108.49,District_A,Rural,female,63,1,,no,yes,,,,,,,,,,,,,,,,,
1709,NA,NA,TRUE,NA,NA,NA,173.2,District_C,Rural,female,26,3,secondary 3,yes,yes,no,,,,,,,,no,no,no,no,no,yes,,no,no
1710,TRUE,TRUE,NA,NA,NA,NA,188.69,District_A,Urban,male,45,1,,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1711,TRUE,NA,TRUE,NA,NA,NA,193.58,District_C,Rural,male,36,5,primary 3,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,no,no,no,yes,no,no
1712,NA,NA,TRUE,TRUE,NA,NA,127.27,District_A,Urban,female,48,3,primary 3,no,yes,,,,,,,,,,,,,,,,,
1713,TRUE,NA,TRUE,NA,NA,NA,370.81,District_B,Rural,female,29,5,secondary 3,no,yes,no,Company_A,,,,no,no,,yes,no,no,yes,no,yes,,no,no
1714,NA,NA,NA,NA,NA,TRUE,390.09,District_C,Rural,male,22,5,primary 6,no,yes,yes,,,,,,,,,,,,,,,,
1715,TRUE,NA,TRUE,TRUE,NA,NA,152.8,District_B,Rural,female,53,3,primary 4,no,yes,yes,Company_A,,,,no,yes,,yes,no,yes,yes,yes,no,,no,no
1716,TRUE,NA,TRUE,NA,NA,NA,216.59,District_B,Rural,female,45,6,primary 4,no,yes,,Company_B,,,,no,yes,,yes,no,no,yes,no,no,,no,yes
1717,TRUE,NA,TRUE,TRUE,NA,NA,144.46,District_B,Rural,male,40,7,primary 4,no,yes,no,Company_A,,,,yes,,,no,yes,no,no,no,no,,yes,no
1718,TRUE,NA,NA,TRUE,NA,NA,589.76,District_C,Rural,male,24,5,primary 6,no,yes,no,Company_B,Company_C,,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no
1719,TRUE,TRUE,NA,NA,NA,NA,281.3,District_A,Rural,male,37,6,university,no,yes,no,Company_A,Company_B,,Company_A,yes,,no,yes,no,no,yes,no,yes,,no,no
1720,TRUE,NA,TRUE,NA,NA,NA,155.75,District_A,Urban,female,26,3,primary 5,no,yes,no,Company_B,,,,yes,no,,yes,yes,yes,yes,no,yes,yes,yes,no
1721,TRUE,NA,TRUE,TRUE,NA,NA,419.68,District_B,Rural,female,47,7,primary 3,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1722,TRUE,TRUE,TRUE,NA,NA,NA,170.66,District_A,Urban,male,47,5,university,no,yes,no,Company_A,,,,yes,no,yes,no,yes,no,yes,no,yes,,yes,no
1723,NA,NA,NA,TRUE,NA,NA,239.87,District_B,Rural,female,28,4,primary 5,yes,yes,no,,,,,,no,,no,yes,no,no,no,yes,,no,no
1724,TRUE,TRUE,TRUE,TRUE,NA,NA,627.74,District_A,Urban,male,42,7,secondary 2,no,no,no,Company_A,Company_B,Company_C,Company_B,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no
1725,TRUE,TRUE,NA,NA,NA,NA,663.19,District_A,Rural,male,28,7,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no
1726,TRUE,TRUE,NA,NA,NA,NA,314.58,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_B,,,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1727,TRUE,NA,TRUE,TRUE,NA,NA,290.64,District_C,Rural,male,41,4,primary 5,no,yes,no,Company_A,Company_B,,Company_B,no,,,yes,no,no,yes,no,yes,yes,no,no
1728,TRUE,TRUE,TRUE,TRUE,NA,NA,371.78,District_B,Rural,male,36,4,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1729,NA,NA,TRUE,NA,NA,NA,215.08,District_A,Rural,female,29,4,primary 2,no,yes,yes,,,,,,,,,,,,,,,,
1730,TRUE,NA,TRUE,TRUE,NA,NA,158.29,District_C,Rural,female,62,4,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,no,no,yes,no,no,,no,no
1731,TRUE,TRUE,TRUE,TRUE,NA,NA,392.7,District_B,Rural,male,40,7,primary 6,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,yes,no,no,,no,no
1732,NA,TRUE,NA,NA,NA,NA,110.89,District_A,Urban,male,76,4,secondary 2,no,,,,,,,,,,,,,,,,,,
1733,NA,NA,TRUE,NA,NA,NA,"4,366.06",District_C,Rural,male,64,3,,no,yes,no,,,,,,,,,,,,,,,,
1734,NA,TRUE,TRUE,TRUE,NA,NA,495.77,District_C,Rural,female,41,6,primary 4,yes,yes,,,,,,,no,,no,yes,no,no,no,yes,,no,no
1735,TRUE,NA,TRUE,NA,NA,NA,107.24,District_C,Rural,female,44,1,primary 6,no,yes,no,Company_B,,,,no,no,,no,yes,no,no,no,yes,yes,yes,no
1736,NA,NA,NA,NA,NA,TRUE,541.54,District_C,Rural,female,30,4,primary 3,no,yes,no,,,,,,,,,,,,,,,,
1737,TRUE,TRUE,NA,NA,NA,NA,277.26,District_B,Rural,male,62,3,,no,yes,no,Company_A,,,,yes,,,no,yes,no,no,no,no,,no,no
1738,NA,TRUE,NA,TRUE,NA,NA,916.52,District_C,Rural,female,42,2,primary 2,no,,,,,,,,,,,,,,,,,,
1739,TRUE,TRUE,TRUE,NA,NA,NA,566.06,District_A,Urban,female,46,6,secondary 3,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,no,yes,no,no,,no,no
1740,NA,NA,NA,TRUE,NA,NA,45.16,District_C,Rural,female,37,1,primary 6,no,yes,,,,,,,,,,,,,,,,,
1741,NA,NA,NA,NA,NA,TRUE,448.74,District_B,Rural,female,28,4,primary 6,yes,,,,,,,,no,,no,yes,no,no,no,no,,no,no
1742,TRUE,NA,NA,NA,NA,NA,625.85,District_A,Urban,female,26,4,primary 2,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1743,TRUE,NA,TRUE,NA,NA,NA,128.33,District_A,Rural,female,40,9,primary 6,no,yes,no,Company_A,,,,yes,yes,,yes,yes,yes,yes,no,yes,yes,no,yes
1744,TRUE,NA,NA,NA,NA,NA,171.1,District_A,Rural,male,20,7,primary 5,no,no,no,Company_B,,,,yes,no,,no,yes,no,yes,no,yes,yes,yes,no
1745,NA,NA,NA,NA,NA,TRUE,360.03,District_B,Rural,female,24,5,primary 1,yes,yes,no,,,,,,no,,yes,yes,no,yes,no,no,,no,no
1746,TRUE,TRUE,TRUE,NA,NA,NA,458.26,District_C,Rural,female,29,4,primary 6,no,yes,no,Company_B,,,,yes,,,no,yes,no,yes,no,no,no,no,yes
1747,TRUE,TRUE,NA,NA,NA,NA,213.88,District_A,Urban,male,32,4,secondary 5,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,no,yes,yes,yes,yes,yes,yes,no,yes
1748,TRUE,TRUE,NA,NA,NA,NA,90.26,District_A,Urban,female,37,3,secondary 1,no,yes,no,Company_A,,,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1749,TRUE,NA,TRUE,TRUE,NA,NA,151.74,District_B,Rural,male,36,4,primary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,yes,no,,no,no
1750,NA,NA,NA,TRUE,NA,NA,"1,798.72",District_C,Rural,male,60,7,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1751,TRUE,TRUE,TRUE,NA,NA,NA,210.97,District_A,Rural,male,49,5,university,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1752,TRUE,NA,TRUE,TRUE,NA,NA,214.49,District_C,Rural,female,32,3,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,yes,no,no,yes,no,yes,no,yes,,yes,no
1753,TRUE,TRUE,NA,TRUE,NA,NA,291.89,District_A,Urban,male,52,6,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,no,no,yes,no,yes,,no,no
1754,NA,NA,NA,NA,NA,TRUE,"2,152.28",District_B,Rural,female,27,3,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1755,TRUE,TRUE,NA,TRUE,NA,NA,289.41,District_A,Urban,female,49,12,primary 6,no,yes,no,Company_A,,,,yes,no,no,yes,yes,no,no,no,no,yes,no,no
1756,TRUE,NA,TRUE,TRUE,NA,NA,239.32,District_B,Rural,female,50,7,primary 6,no,yes,no,Company_A,,,,yes,no,,yes,no,yes,no,no,no,,yes,no
1757,TRUE,NA,NA,TRUE,NA,NA,278.9,District_B,Rural,male,33,5,primary 5,no,yes,no,Company_B,,,,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no
1758,TRUE,TRUE,TRUE,TRUE,NA,NA,305.84,District_C,Rural,female,41,4,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no
1759,TRUE,TRUE,TRUE,NA,TRUE,NA,"1,564.63",District_A,Urban,female,44,7,university,no,yes,no,Company_A,,,,yes,no,no,yes,yes,no,yes,no,no,,yes,no
1760,NA,NA,TRUE,TRUE,NA,NA,220.27,District_A,Rural,female,59,4,,no,yes,no,,,,,,,,,,,,,,,,
1761,TRUE,NA,NA,NA,NA,NA,419.76,District_C,Rural,male,42,6,primary 5,no,yes,no,Company_B,Company_C,,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1762,TRUE,TRUE,NA,NA,NA,NA,796.86,District_A,Rural,male,56,4,university,no,no,no,Company_A,Company_B,,Company_A,no,no,no,yes,no,no,yes,no,yes,yes,no,no
1763,TRUE,TRUE,TRUE,NA,NA,NA,"1,705.82",District_B,Rural,male,67,5,primary 4,no,yes,no,Company_A,,,,yes,,,yes,yes,no,no,no,yes,,no,no
1764,TRUE,NA,NA,NA,NA,NA,281.3,District_A,Rural,male,19,8,secondary 6,no,yes,no,Company_A,,,,yes,no,no,no,no,no,no,no,yes,,no,no
1765,TRUE,TRUE,TRUE,TRUE,NA,NA,682.88,District_B,Rural,female,51,8,tvet,no,yes,no,Company_A,Company_B,,Company_A,,no,,yes,no,yes,yes,no,yes,,yes,no
1766,NA,NA,NA,TRUE,NA,NA,212.68,District_C,Rural,male,34,4,primary 2,yes,yes,no,,,,,,,,no,yes,no,,,no,,no,no
1767,TRUE,NA,TRUE,TRUE,NA,NA,448.74,District_B,Rural,female,36,6,primary 6,no,yes,no,Company_A,,,,yes,no,no,no,yes,no,no,yes,yes,,no,no
1768,TRUE,NA,NA,TRUE,NA,NA,268.92,District_B,Rural,female,45,6,primary 6,no,yes,no,Company_A,Company_B,,Company_A,no,no,,no,yes,no,yes,no,no,,no,no
1769,TRUE,TRUE,TRUE,NA,NA,NA,317.9,District_C,Urban,male,30,5,secondary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no
1770,TRUE,TRUE,NA,NA,NA,NA,140.65,District_A,Rural,female,43,5,university,no,,no,Company_A,,,,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no
1771,TRUE,NA,TRUE,TRUE,NA,NA,558.19,District_C,Rural,male,31,3,primary 3,no,yes,no,Company_B,,,,yes,,,no,yes,no,no,no,no,,no,no
1772,TRUE,NA,TRUE,NA,NA,NA,219.4,District_B,Rural,female,22,3,secondary 1,no,yes,no,Company_B,,,,yes,no,,yes,no,no,no,no,no,yes,no,no
1773,TRUE,NA,NA,NA,NA,NA,410.19,District_B,Rural,male,41,8,primary 4,no,yes,no,Company_A,Company_B,,Company_B,,no,no,yes,yes,no,no,no,no,,no,no
1774,TRUE,NA,TRUE,TRUE,NA,NA,319.96,District_C,Rural,male,35,5,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1775,NA,NA,TRUE,TRUE,NA,NA,220.63,District_B,Rural,male,37,9,primary 4,yes,yes,no,,,,,,yes,,yes,no,no,yes,no,yes,,no,yes
1776,TRUE,TRUE,NA,NA,NA,NA,270.77,District_A,Urban,male,32,5,primary 6,no,yes,,Company_A,,,,no,,,,,,,,,,,
1777,TRUE,NA,NA,NA,NA,NA,725.08,District_A,Urban,male,28,5,secondary 5,no,yes,no,Company_A,Company_B,,Company_A,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes
1778,NA,NA,NA,NA,NA,TRUE,599.12,District_B,Rural,female,46,7,,no,yes,,,,,,,,,,,,,,,,,
